id,unit,number,street,city,district,region,postcode,hash
,,"4",SOMERSET AVE,AUBURN,,,,deebb9bfd6d2bd11
,RGT,"11",STANDART AVE,AUBURN,,,,b687c1451daa8cd8
,,"19",STANDART AVE,AUBURN,,,,617def8b55bfb642
,,"23",STANDART AVE,AUBURN,,,,a70ee6d5ffff7fa6
,,"16",STANDART AVE,AUBURN,,,,b149953483c4434e
,,"22",STANDART AVE,AUBURN,,,,a21d0c428e79862a
,,"25",STANDART AVE,AUBURN,,,,a190f2ddb68ede93
,,"27",STANDART AVE,AUBURN,,,,6546ed5b1d5b932e
,,"26",STANDART AVE,AUBURN,,,,7e829313682c4499
,,"30",STANDART AVE,AUBURN,,,,38f5e75dc7a27f94
,,"35",DAYTON ST,AUBURN,,,,d3ed52e45f30d9cf
,,"39",DAYTON ST,AUBURN,,,,6fb2bc23d00c7e72
,,"43",DAYTON ST,AUBURN,,,,e9efc34305490679
,,"9",CORNWALL AVE,AUBURN,,,,ec559cb12b4a274d
,,"38",DAYTON ST,AUBURN,,,,4ceb9571e81ccb02
,,"40",DAYTON ST,AUBURN,,,,55eb804afb58fccb
,,"5",CORNWALL AVE,AUBURN,,,,0b253ff0f97eae56
,,"31",STANDART AVE,AUBURN,,,,0639a48f87805f48
,,"39",STANDART AVE,AUBURN,,,,f972c0211465ad8b
,,"43",STANDART AVE,AUBURN,,,,fa02132dd42713b0
,,"47",STANDART AVE,AUBURN,,,,714c750b0914653e
,,"34",STANDART AVE,AUBURN,,,,066d7c3fd4b9c8eb
,,"36",STANDART AVE,AUBURN,,,,cf55efcc70d4681e
,,"38",STANDART AVE,AUBURN,,,,8874e5232a07818d
,,"37",PEACOCK ST,AUBURN,,,,b9013b87d0734317
,,"35",PEACOCK ST,AUBURN,,,,9abfa261b71d3245
,,"49",DAYTON ST,AUBURN,,,,50acf784900724ff
,,"53",DAYTON ST,AUBURN,,,,ddf97d78acedd43f
,,"5",DEVON AVE,AUBURN,,,,b5b63a28b3c03f30
,,"55",DAYTON ST,AUBURN,,,,f09b2dc1582bf5f9
,,"61",DAYTON ST,AUBURN,,,,720364e1bb122d40
,,"54",DAYTON ST,AUBURN,,,,434fb267d48ad9ac
,,"56",DAYTON ST,AUBURN,,,,0efe67db70a50e93
,,"8",DEVON AVE,AUBURN,,,,97a47076690c1fbe
,,"4",DEVON AVE,AUBURN,,,,8eec8097884c72c3
,,"49",STANDART AVE,AUBURN,,,,5891994052d6cc36
,,"51",STANDART AVE,AUBURN,,,,1c87e9dc8b45441a
,,"53",STANDART AVE,AUBURN,,,,ff6dda3bc4c006f4
,,"55",STANDART AVE,AUBURN,,,,11f5b017087052a5
,,"54",STANDART AVE,AUBURN,,,,c5f568f7b419f9b7
,,"34",PEACOCK ST,AUBURN,,,,8b9de2e35c4eb684
,,"36",PEACOCK ST,AUBURN,,,,db1cc20c3aefee5f
,,"32",PEACOCK ST,AUBURN,,,,ef948ac563bd47ef
,,"30",PEACOCK ST,AUBURN,,,,7a43895e17e9adc7
,,"9",HARNDEN ST,AUBURN,,,,6227985040f85728
,,"60",STANDART AVE,AUBURN,,,,198fd0e8fb4e6b69
,,"21",ROCHESTER ST,AUBURN,,,,d5469089f6253a33
,,"18",ROCHESTER ST,AUBURN,,,,1a101495e43c5115
,,"65",DAYTON ST,AUBURN,,,,a46a9840a9c9d1a8
,,"11",ROCHESTER ST,AUBURN,,,,3ce71b390276af14
,,"22",ROCHESTER ST,AUBURN,,,,e25941d2ef93c53a
,,"14",ROCHESTER ST,AUBURN,,,,780043996a4de9fa
,,"9",ROCHESTER ST,AUBURN,,,,01e60f908d2307d6
,,"12",ROCHESTER ST,AUBURN,,,,abca29a408b83933
,,"7",ROCHESTER ST,AUBURN,,,,5af6089427c2b569
,,"10",ROCHESTER ST,AUBURN,,,,ea2e9601a49a1011
,,"3",ROCHESTER ST,AUBURN,,,,d5b6f0c5bc04e33a
,,"8",ROCHESTER ST,AUBURN,,,,7d9e858d13135cb1
,,"6",ROCHESTER ST,AUBURN,,,,b3a8d9292c622442
,,"4",ROCHESTER ST,AUBURN,,,,27cdb4701ba32eb4
,,"1",ROCHESTER ST,AUBURN,,,,e8eaf58c4ba6e7ab
,,"2",ROCHESTER ST,AUBURN,,,,153c1b7201320398
,,"66",STANDART AVE,AUBURN,,,,06ba9fb002045aa9
,,"68",STANDART AVE,AUBURN,,,,edff60c554bcb8b1
,,"70",STANDART AVE,AUBURN,,,,49793d5099f7063f
,,"8",HARNDEN ST,AUBURN,,,,363680f541ee0708
,,"67",STANDART AVE,AUBURN,,,,675a67ef4b59e2d2
,,"71",STANDART AVE,AUBURN,,,,55d6b82c09bd07af
,,"173",N FULTON ST,AUBURN,,,,1e45aa88949ba7fe
,,"169",N FULTON ST,AUBURN,,,,14cd5df547a2b02a
,,"167",N FULTON ST,AUBURN,,,,d33d69b733b46f3a
,,"165",N FULTON ST,AUBURN,,,,77179e95b1e91028
,,"166",N FULTON ST,AUBURN,,,,ac19bb3e082cf102
,,"168",N FULTON ST,AUBURN,,,,63763ce0e9ae3944
,,"172",N FULTON ST,AUBURN,,,,f3d4c76e6a61f7f0
,,"78",STANDART AVE,AUBURN,,,,6d455b4a204a9781
,,"3",BENHAM AVE,AUBURN,,,,cb872ce81dfebae7
,,"81",STANDART AVE,AUBURN,,,,5adb1c087f4e538d
,LFT,"75",STANDART AVE,AUBURN,,,,a784d2daf561dbce
,,"73",STANDART AVE,AUBURN,,,,ae0cbc280ed9781b
,,"185",N FULTON ST,AUBURN,,,,aefd69d752cea5da
,,"187",N FULTON ST,AUBURN,,,,f808d67d491f0daa
,,"189",N FULTON ST,AUBURN,,,,2f20fbef5a734142
,,"193",N FULTON ST,AUBURN,,,,bee0bd39f798a27d
,,"197",N FULTON ST,AUBURN,,,,9d6d6a0c85d35b47
,,"200",N FULTON ST,AUBURN,,,,f5ffe49bc88f1052
,,"199",N FULTON ST,AUBURN,,,,5541ab01dabae596
,,"203",N FULTON ST,AUBURN,,,,a289e32d134fbb56
,,"205",N FULTON ST,AUBURN,,,,c01ea97328c9d1b0
,,"23",N ALBANY ST,AUBURN,,,,3a6c42d014c4ea15
,,"21",N ALBANY ST,AUBURN,,,,f4add49b8e1adb7c
,,"20",N ALBANY ST,AUBURN,,,,81e39435187d5da5
,,"15",N ALBANY ST,AUBURN,,,,f35b6a986766cce2
,,"16",N ALBANY ST,AUBURN,,,,11c7b5b47c145bad
,,"13",N ALBANY ST,AUBURN,,,,42d652ff1ea46980
,,"14",N ALBANY ST,AUBURN,,,,51f6daeae53dcf08
,,"11",N ALBANY ST,AUBURN,,,,947ca20709c7b19f
,,"7",N ALBANY ST,AUBURN,,,,230f82e51a49fba9
,,"6",N ALBANY ST,AUBURN,,,,f5fb4acea74bbfd4
,,"89",STANDART AVE,AUBURN,,,,c94401da42c18693
,,"7",BENHAM AVE,AUBURN,,,,9315192ee495ce1c
,,"9",BENHAM AVE,AUBURN,,,,aead7c5370737d4a
,,"11",BENHAM AVE,AUBURN,,,,8b068d9976d0e505
,,"92",STANDART AVE,AUBURN,,,,e03557acd90bd16c
,,"96",STANDART AVE,AUBURN,,,,2b7941024ecd9027
,,"100",STANDART AVE,AUBURN,,,,2b0810ab4bf642c7
,,"135",N LEWIS ST,AUBURN,,,,4467203afdd1f8ea
,,"133",N LEWIS ST,AUBURN,,,,688dd92a77e06f64
,,"19",BENHAM AVE,AUBURN,,,,6fc344b011dab8af
,,"99",STANDART AVE,AUBURN,,,,c21f02ba7002eb83
,,"95",STANDART AVE,AUBURN,,,,0b5f82d5074b92b8
,,"101",STANDART AVE,AUBURN,,,,71ddbe40cce8081a
,,"105",PALMER ST,AUBURN,,,,7c9073d785bfd894
,,"104",PALMER ST,AUBURN,,,,2fa320a823200717
,,"205",N LEWIS ST,AUBURN,,,,1090ba2181692fb1
,,"209",N LEWIS ST,AUBURN,,,,0b1994a17bd23029
,,"215",N LEWIS ST,AUBURN,,,,01f1fc103a98b717
,,"108",PALMER ST,AUBURN,,,,0299b41be9198472
,,"100",DAWSON AVE,AUBURN,,,,a183792254802108
,,"111",PALMER ST,AUBURN,,,,b8beb13dcabcec38
,,"117",PALMER ST,AUBURN,,,,1070c32687094fb4
,,"121",PALMER ST,AUBURN,,,,d0485fc4aa5ffd74
,,"125",PALMER ST,AUBURN,,,,fde503409954eefd
,,"129",PALMER ST,AUBURN,,,,bcd2dd8afe289f2f
,,"133",PALMER ST,AUBURN,,,,9bbe3c50ec18a519
,,"105",DAWSON AVE,AUBURN,,,,55802bedb5678769
,,"109",DAWSON AVE,AUBURN,,,,90b00a584e02e485
,,"113",DAWSON AVE,AUBURN,,,,2900c78723926e14
,,"100",NORRIS AVE,AUBURN,,,,5bfd1e8736ea13db
,,"101",DAWSON AVE,AUBURN,,,,00d493731eeb80e8
,,"104",NORRIS AVE,AUBURN,,,,171a9581dd53bd3e
,,"108",NORRIS AVE,AUBURN,,,,969e2e02c441e737
,,"101",NORRIS AVE,AUBURN,,,,fcda42a21d18de62
,,"105",NORRIS AVE,AUBURN,,,,ae4d3d1f0890771a
,,"109",NORRIS AVE,AUBURN,,,,5539a10bf94c5727
,,"113",NORRIS AVE,AUBURN,,,,1d3c4f004b021510
,,"119",NORRIS AVE,AUBURN,,,,1f65904635d4d70f
,,"114",NORRIS AVE,AUBURN,,,,803b8d1045e882da
,,"118",NORRIS AVE,AUBURN,,,,2215ced5fba699e6
,,"119",DAWSON AVE,AUBURN,,,,c46a06a0e777e206
,,"121",NORRIS AVE,AUBURN,,,,bd0cec5eacad857f
,,"127",NORRIS AVE,AUBURN,,,,6c04cbab5768393b
,,"217",MEAD ST,AUBURN,,,,8440c2f2717a8d95
,,"120",NORRIS AVE,AUBURN,,,,b0da6cd5c8d11ae6
,,"124",NORRIS AVE,AUBURN,,,,c88d6ead4ccae5f6
,,"134",NORRIS AVE,AUBURN,,,,a13a5104c5ce081d
,,"142",NORRIS AVE,AUBURN,,,,a46e726a675dac69
,,"131",MURRAY ST,AUBURN,,,,f28dfe5daf51917f
,,"140",MURRAY ST,AUBURN,,,,ff73037cb137836b
,,"125",MURRAY ST,AUBURN,,,,3f4ac56f1d07d50f
,,"136",MURRAY ST,AUBURN,,,,0d9d6a6351024a21
,,"132",MURRAY ST,AUBURN,,,,d3810a68265c317e
,,"128",MURRAY ST,AUBURN,,,,f3c8f47661db3e1f
,,"121",MURRAY ST,AUBURN,,,,012f941d12c9078e
,,"112",MURRAY ST,AUBURN,,,,bbaefd9d4069af29
,,"108",MURRAY ST,AUBURN,,,,ea1d1e864c7a09e3
,,"104",MURRAY ST,AUBURN,,,,158106188224aaa6
,,"130",DAWSON AVE,AUBURN,,,,24b1c65d9e310cd4
,,"124",DAWSON AVE,AUBURN,,,,6f0af2f263a019bf
,,"120",DAWSON AVE,AUBURN,,,,3b6ddfd69dbfc504
,,"116",DAWSON AVE,AUBURN,,,,7f1c219fa06de60d
,,"141",DAWSON AVE,AUBURN,,,,8692eb3fe6b51600
,,"133",DAWSON AVE,AUBURN,,,,5a827dea927ea5e7
,,"129",DAWSON AVE,AUBURN,,,,89435bcff343b6af
,,"131",STANDART AVE,AUBURN,,,,8f6c168ca63f99e8
,,"125",STANDART AVE,AUBURN,,,,3ddcc703898ca924
,,"121",STANDART AVE,AUBURN,,,,40c999b231d4ef73
,,"117",STANDART AVE,AUBURN,,,,db63c74d787793c2
,,"102",MURRAY ST,AUBURN,,,,5ddb88977e6b9787
,,"127",DAWSON AVE,AUBURN,,,,a5e6782ae13c103e
,,"137",DAWSON AVE,AUBURN,,,,6c73fcfb01a95b5b
,,"204",N LEWIS ST,AUBURN,,,,8ef84bbbac5886c5
,,"112",DAWSON AVE,AUBURN,,,,460d8b6f18eb8d1e
,,"105",STANDART AVE,AUBURN,,,,6386edcf130f1e65
,,"109",STANDART AVE,AUBURN,,,,0e182fe117509c48
,,"115",STANDART AVE,AUBURN,,,,ade417195670d04e
,,"137",STANDART AVE,AUBURN,,,,1df94b43bb9591cf
,RGTDR,"46",PERRINE ST,AUBURN,,,,e0fc1288edfcb618
,UPR LFT,"186",STATE ST,AUBURN,,,,2bdffc69da9274c3
,,"184",STATE ST,AUBURN,,,,a07ab3da31d9a6f3
,,"42",PERRINE ST,AUBURN,,,,e44df70922e5e394
,,"40",PERRINE ST,AUBURN,,,,6cccacbd359a5be6
,,"38",PERRINE ST,AUBURN,,,,862566c88c10a8e0
,UP,"36",PERRINE ST,AUBURN,,,,0cb51b7807a1052d
,,"34",PERRINE ST,AUBURN,,,,e94f6c737a5b4674
,,"32",PERRINE ST,AUBURN,,,,47dfbd206a15ebb6
,,"22",PERRINE ST,AUBURN,,,,4908bd1688534d42
,,"20",PERRINE ST,AUBURN,,,,a3936aec4a389eb5
,,"16",PERRINE ST,AUBURN,,,,088ca24114c9704c
,,"14",PERRINE ST,AUBURN,,,,c8a04a61073a5038
,UP,"13",COTTAGE ST,AUBURN,,,,856e9fd64c7ba572
,,"15",COTTAGE ST,AUBURN,,,,7c746f22f488f05c
,"2","17",COTTAGE ST,AUBURN,,,,5fc4b22a6deb1d1f
,,"19",COTTAGE ST,AUBURN,,,,92778a3d12daac83
,,"21",COTTAGE ST,AUBURN,,,,d06659c975aaacea
,,"25",COTTAGE ST,AUBURN,,,,c16a383a18c62e23
,,"37",COTTAGE ST,AUBURN,,,,ed63a4f2b0e01b71
,LFTDR,"33",COTTAGE ST,AUBURN,,,,7f81950cdb465e85
,,"39",COTTAGE ST,AUBURN,,,,65778af35a183702
,,"41",COTTAGE ST,AUBURN,,,,45cc48ae605f63ca
,,"43",COTTAGE ST,AUBURN,,,,2fef18569e2931e1
,,"45",COTTAGE ST,AUBURN,,,,cc43e487daba5707
,,"182",STATE ST,AUBURN,,,,6a8e50d524f81822
,,"49",COTTAGE ST,AUBURN,,,,c87218b82d8c25de
,,"178",STATE ST,AUBURN,,,,600a53acfde963cd
,,"48",COTTAGE ST,AUBURN,,,,993e894263049af4
,,"174",STATE ST,AUBURN,,,,f5c81887eff3c39f
,,"172",STATE ST,AUBURN,,,,f13ffb5683671290
,,"170",STATE ST,AUBURN,,,,0a605fc0ed1879cd
,,"46",COTTAGE ST,AUBURN,,,,adc28457601bf3ef
,RGTDR,"42",COTTAGE ST,AUBURN,,,,ff8ac45df5570ada
,,"40",COTTAGE ST,AUBURN,,,,3d15a3d7c87f321e
,"1","103",SEYMOUR ST,AUBURN,,,,bf465bc34f745fd8
,,"131",SEYMOUR ST,AUBURN,,,,ab6505f66a6b5074
,,"168",STATE ST,AUBURN,,,,b54167aeb8ff86f0
,,"139",SEYMOUR ST,AUBURN,,,,bbd9ca1842f5909f
,,"164",STATE ST,AUBURN,,,,d758a44f8a93e5a7
,,"162",STATE ST,AUBURN,,,,d7cf0767bdf4ce69
,,"152",STATE ST,AUBURN,,,,12ce5441cd62e7a3
,,"21",MYRTLE AVE,AUBURN,,,,65ce3c73df985685
,,"57",N DIVISION ST,AUBURN,,,,6a6e5134d9f8feeb
,,"175",VANANDEN ST,AUBURN,,,,c2a6c8770a61764e
,,"188",VANANDEN ST,AUBURN,,,,064caa531f424b6a
,,"299",CLARK ST,AUBURN,,,,13c1607d686a8ff4
,,"305",CLARK ST,AUBURN,,,,66f907d98aa3fed7
,,"10",CORCORAN DR,AUBURN,,,,a702cebb77fe58d5
,,"2",BURKHART DR,AUBURN,,,,946a0fd8ded8ee15
,,"25",GARFIELD ST,AUBURN,,,,83d31c629b02f82f
,,"15",GARFIELD ST,AUBURN,,,,905fff1e9949ed53
,RIGHT,"35",WALLACE AVE,AUBURN,,,,fd410faee18eca87
,,"27",WALLACE AVE,AUBURN,,,,f30042f3988a5a50
,LEFT,"15",WALLACE AVE,AUBURN,,,,175229fb0cdfcc81
,,"13",WALLACE AVE,AUBURN,,,,a0be380ce6e29b20
,,"9",WALLACE AVE,AUBURN,,,,320b1b04defce65a
,,"1",WALLACE AVE,AUBURN,,,,3a72bc666e63c978
,,"151",ORCHARD ST,AUBURN,,,,71eb21d33f347d0b
,,"5",BENTON ST,AUBURN,,,,1b1c083c038697c7
,RGT,"7",ORCHARD ST,AUBURN,,,,22a1c6214d56f553
,DWN,"11",CHURCH ST,AUBURN,,,,821a662a6c5842a0
,,"7",CHURCH ST,AUBURN,,,,b1cca83b17a68aa5
,4 RGHT R,"5",CHURCH ST,AUBURN,,,,a7c30743a0ddbfc0
,LEFT,"11",LAFAYETTE PL,AUBURN,,,,40ba2a9e0803317d
,,"31",LAFAYETTE PL,AUBURN,,,,3a90f9bdf812f9d3
,,"45",COLUMBUS ST,AUBURN,,,,48de9ffb85a5f5ce
,,"53",COLUMBUS ST,AUBURN,,,,0cdbf59fd5f0f966
,,"55",WRIGHT AVE,AUBURN,,,,3ef6ad04497a265e
,,"41",WRIGHT AVE,AUBURN,,,,261e25b3dfc47013
,,"37",WRIGHT AVE,AUBURN,,,,9f1f003645d8064d
,LEFT,"33",WRIGHT AVE,AUBURN,,,,a3a678f5a5d09161
,,"31",WRIGHT AVE,AUBURN,,,,2649d820dc1cbc41
,,"29",WRIGHT AVE,AUBURN,,,,9e234a9dc58c8dba
,,"27",WRIGHT AVE,AUBURN,,,,e40982026e42258d
,RIGHT,"23",WRIGHT AVE,AUBURN,,,,fd025e55909aa4c1
,RIGHT,"19",WRIGHT AVE,AUBURN,,,,f8e194a68365f9a0
,,"17",WRIGHT AVE,AUBURN,,,,af8904bfd570c112
,,"13",WRIGHT AVE,AUBURN,,,,5181c81a7bd8b59d
,,"251",HARDENBERGH AVE,AUBURN,,,,f054594e329e7b0b
,,"239",HARDENBERGH AVE,AUBURN,,,,f73d594fd86fd211
,1 FRNT,"23",BAKER AVE,AUBURN,,,,02228de0b8a336d9
,,"27",MADISON AVE,AUBURN,,,,91161cca5e04d8dd
,,"36",PLEASANT ST,AUBURN,,,,5616f892818f7d17
,,"34",PLEASANT ST,AUBURN,,,,79e04280e0286bb4
,,"32",PLEASANT ST,AUBURN,,,,41707d448943ab4d
,,"30",PLEASANT ST,AUBURN,,,,f020cb244fbd9e9a
,,"28",PLEASANT ST,AUBURN,,,,2ad659e0965b0af7
,,"1",MADISON AVE,AUBURN,,,,b81c01541a328af2
,,"5",MADISON AVE,AUBURN,,,,48c83329cc4c6ed7
,,"7",MADISON AVE,AUBURN,,,,6ef072fc37ba63fc
,,"9",MADISON AVE,AUBURN,,,,f37d9c33932a1555
,,"11",MADISON AVE,AUBURN,,,,fbb7617693cd0213
,,"196",GENESEE ST,AUBURN,,,,4382e67a36519cbf
,LOWER,"25",WESTLAKE AVE,AUBURN,,,,28392d3f1054df61
,RGT SDE,"15",WESTLAKE AVE,AUBURN,,,,9bc2ab5eaf8cdea9
,,"13",WESTLAKE AVE,AUBURN,,,,d8777ca51cd55289
,11 A,"11",WESTLAKE AVE,AUBURN,,,,27fd59d10a06182a
,,"7",WESTLAKE AVE,AUBURN,,,,a480df72b07120a2
,,"156",WOODLAWN AVE,AUBURN,,,,bf52ba19685dbafc
,,"30",WESTLAKE AVE,AUBURN,,,,733480c7f3290d08
,LFT,"41",CHEDELL PL,AUBURN,,,,b6a4115c021468d9
,,"263",GENESEE ST,AUBURN,,,,58afe548ca6d40ec
,,"9",BAKER AVE,AUBURN,,,,cbf5540d8964e625
,UP,"5",BAKER AVE,AUBURN,,,,90cb6ce9bdda6d6d
,,"10",BAKER AVE,AUBURN,,,,f4e570fb9ccdb415
,UP REAR,"6",SHERWOOD ST,AUBURN,,,,06b7501d3571deb5
,LFT,"8",SHERWOOD ST,AUBURN,,,,ee376f93d679fb65
,,"11",DELEVAN ST,AUBURN,,,,70b2905a47bc7d62
,RGT,"16",DELEVAN ST,AUBURN,,,,123ad1cc4e58f520
,,"32",GARROW ST,AUBURN,,,,d482b8cb273242af
,,"10",GARROW ST,AUBURN,,,,2d57bc33aa84be99
,"1","110",PARK PL,AUBURN,,,,90979368c589754e
,,"2",PARKER ST,AUBURN,,,,37dd186ccd32e3a8
,,"213",WOODLAWN AVE,AUBURN,,,,baf847033674e8c3
,,"72",CHEDELL PL,AUBURN,,,,d5001915543d6928
,,"19",VANPATTEN ST,AUBURN,,,,8c9a98e90278a6d1
,,"7",DEXTER AVE,AUBURN,,,,7770af3bb650daf4
,,"4",ARCH ST,AUBURN,,,,1e0149f5047d0b4e
,,"95",CHAPMAN AVE,AUBURN,,,,2c528412cd871640
,,"110",FITCH AVE,AUBURN,,,,5e53ae4de785fbe0
,,"77",CHAPMAN AVE,AUBURN,,,,f8261b56e6dfbe3c
,,"43",FITCH AVE,AUBURN,,,,86cf367777a47fe9
,,"83",NELSON ST,AUBURN,,,,499f1cb4aea54df5
,,"153",CURTIS PL,AUBURN,,,,53df72844c1be75e
,,"40",PARK AVE,AUBURN,,,,472e35760ac76a4c
,,"101",N LEWIS ST,AUBURN,,,,fde6688d23acdc41
,,"99",N LEWIS ST,AUBURN,,,,d0cebc52d277e260
,,"83",LANSING ST,AUBURN,,,,2853b95afdab7f98
,"1","11",CADY ST,AUBURN,,,,647ac48056ab35e9
,,"111",N FULTON ST,AUBURN,,,,6451eb04d4ae1783
,,"53",LANSING ST,AUBURN,,,,22b4048aa4da8cb0
,,"27",PAUL ST,AUBURN,,,,5a38a39ee34f3573
,,"21",PAUL ST,AUBURN,,,,dbdb07b8ef501557
,,"91",N FULTON ST,AUBURN,,,,aa78f09189ad5ecf
,,"66",HOLLEY ST,AUBURN,,,,3fcefa5e59ed7ec2
,,"32",CATLIN ST,AUBURN,,,,747871565697d36f
,,"101",LANSING ST,AUBURN,,,,33af4874dff6bc97
,,"26",BEACH AVE,AUBURN,,,,acdb7c42d85c8b33
,,"4",KETCHELL ST,AUBURN,,,,490f1f239655ddf6
,,"108",GRANT AVE,AUBURN,,,,460876f287f207fd
,,"116",GRANT AVE,AUBURN,,,,a5238992806099b9
,,"33",ELM ST,AUBURN,,,,598c5a0046540c64
,,"34",ELM ST,AUBURN,,,,83d05207cca781be
,,"32",ELM ST,AUBURN,,,,ed8e07c251529c42
,,"30",ELM ST,AUBURN,,,,8d6a0e84c99dfe3c
,,"214",FRANKLIN ST,AUBURN,,,,4fbe63eaafb6eaf0
,,"341",N MARVINE AVE,AUBURN,,,,9249a4d78a85108e
,,"333",N MARVINE AVE,AUBURN,,,,8df7bf6d49af05b0
,,"327",N MARVINE AVE,AUBURN,,,,40a65b2569d14f03
,,"323",N MARVINE AVE,AUBURN,,,,f4da9fc88e09fa61
,,"313",N MARVINE AVE,AUBURN,,,,b5d8a8620728fb81
,,"168",N HERMAN AVE,AUBURN,,,,ad64073a8c5db762
,,"163",N HERMAN AVE,AUBURN,,,,53d262633400d2b5
,,"342",N HOOPES AVE,AUBURN,,,,a5a91f60ee6858b3
,,"332",N MARVINE AVE,AUBURN,,,,7473c5a6e68efa50
,,"328",N MARVINE AVE,AUBURN,,,,3796e02372f0fba5
,,"326",N MARVINE AVE,AUBURN,,,,684327c1f4e7eb86
,,"316",N MARVINE AVE,AUBURN,,,,6d81d89beba9c651
,,"310",N MARVINE AVE,AUBURN,,,,422e52ba513fa995
,,"16",N HURD CIR,AUBURN,,,,8061953d40148edf
,,"29",S HURD CIR,AUBURN,,,,7db78e981ccb6d62
,,"41",N HUNTER AVENUE EXT,AUBURN,,,,546a0ec97a80a72c
,UPPER,"110",NORTH ST,AUBURN,,,,70c4540f6f246144
,"1","58",N LEWIS ST,AUBURN,,,,51032655e429be75
,,"70",GRANT AVE,AUBURN,,,,7fe5b3ca4d0f9135
,,"74",ARTERIAL E,AUBURN,,,,929b463e61db4865
,,"66",ARTERIAL E,AUBURN,,,,b387d8d3bd198523
,,"4",BEACH AVE,AUBURN,,,,e03fb4ba3b480c64
,,"2",BEACH AVE,AUBURN,,,,156f14891dec5d60
,,"5",MANN ST,AUBURN,,,,37c16c254ca84ed6
,,"100",FRANKLIN ST,AUBURN,,,,6545d809f24967ce
,,"124",FRANKLIN ST,AUBURN,,,,1945bfd324bf5aaa
,,"61",CAYUGA ST,AUBURN,,,,e0f2fc246a94657f
,,"10",FOOTE ST,AUBURN,,,,98470e8fbcad1c2e
,,"44",MORRIS ST,AUBURN,,,,b32188c414bfdf6b
,,"2",ADAMS ST,AUBURN,,,,ad708b01b43912bb
,"2","144",FRANKLIN ST,AUBURN,,,,bc24c9e2c2931c53
,,"138",FRANKLIN ST,AUBURN,,,,42fa2a7f57738345
,,"66",CAYUGA ST,AUBURN,,,,f6410390aa2d740e
,,"56",PERRY ST,AUBURN,,,,27ee6994d33a96fd
,,"67",CAPITOL ST,AUBURN,,,,af2e56745b12b5fa
,,"1",ELM ST,AUBURN,,,,02f28d37a15768bd
,,"5",ELM ST,AUBURN,,,,597791a056981b56
,,"146",FRANKLIN ST,AUBURN,,,,c7a4f8b4bed28aa2
,,"20",ELM ST,AUBURN,,,,4e24fe20cb6cc463
,UPPER,"18",ELM ST,AUBURN,,,,bf1a9df429a1bb6b
,,"14",ELM ST,AUBURN,,,,f70eefc50947c19b
,LEFT,"68",CAPITOL ST,AUBURN,,,,585254cb9b685364
,,"433",N SEWARD AVE,AUBURN,,,,5af3c18250fd26e2
,,"458",N SEWARD AVE,AUBURN,,,,ca51cccdb5275a20
,,"454",N SEWARD AVE,AUBURN,,,,7888770c04ff7784
,,"440",N SEWARD AVE,AUBURN,,,,511ceb6a62419434
,,"430",N SEWARD AVE,AUBURN,,,,8c4b845bb5ec5468
,,"416",N SEWARD AVE,AUBURN,,,,6e2c0f219c634482
,,"410",N SEWARD AVE,AUBURN,,,,93d01ff05365f8e4
,,"400",N SEWARD AVE,AUBURN,,,,2383e875292747fb
,,"233",N HOOPES AVE,AUBURN,,,,053acd95c5a0afce
,,"92",CAPITOL ST,AUBURN,,,,6d69bcaa00cb8f80
,,"94",CAPITOL ST,AUBURN,,,,36fae18edd645770
,,"48",CHARLES ST,AUBURN,,,,6269c5f0e596e950
,,"45",DRUMMOND ST,AUBURN,,,,2caf984f44cf572b
,,"29",N HUNTER AVE,AUBURN,,,,7a48c70fc139c92a
,,"120",CAPITOL STREET EXT,AUBURN,,,,9557e5449b406859
,,"126",CAPITOL STREET EXT,AUBURN,,,,43b816a6d643767b
,RIGHT,"30",S LEWIS ST,AUBURN,,,,de12579b2a16e387
,,"28",MANN ST,AUBURN,,,,79eedade52f69df4
,,"30",MANN ST,AUBURN,,,,83fdee962628754f
,LOWER,"21",LAWTON AVE,AUBURN,,,,11abe0bb5bb70cb2
,LOWER,"23",LAWTON AVE,AUBURN,,,,fa57b4434f89f510
,,"3",BUNDY AVE,AUBURN,,,,59343d33e7534ed5
,LEFT,"33",CAYUGA ST,AUBURN,,,,0028d84321f7a6b9
,,"117",E GENESEE ST,AUBURN,,,,7b085da3ae427417
,,"21",CAYUGA ST,AUBURN,,,,8f42adcc69e99cf5
,LFTSIDE,"24",CAYUGA ST,AUBURN,,,,0d2313a3e3b1a4b8
,,"15",ROSS ST,AUBURN,,,,b641d6ebe30dde0c
,,"308",N SEWARD AVE,AUBURN,,,,e2376108c72ce0a8
,,"217",N HOOPES AVE,AUBURN,,,,edaecca39a668654
,,"110",N SEWARD AVE,AUBURN,,,,aab2a5d724027b9c
,,"2",BEARDSLEY ST,AUBURN,,,,8f78e0220dafbd5d
,,"2",N HERMAN AVE,AUBURN,,,,475372c4ce706823
,,"102",N HOOPES AVE,AUBURN,,,,04be488fff6d913d
,,"26",OSBORNE ST,AUBURN,,,,a0cc1ab8a6aae838
,,"33",E GENESEE ST,AUBURN,,,,2bb4129ec28026f3
,,"17",SHERMAN ST,AUBURN,,,,bc5d5bb9699fda7b
,,"65",WALNUT ST,AUBURN,,,,29381c6df46c506c
,,"34",MAPLE ST,AUBURN,,,,9bc7ee1313116643
